Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Region,Category,Sub-Category,Product Name,Unit Price,Quantity,Discount,Sales,Profit
ORD-00008,2021-06-28,Standard Class,CUST-0122,Customer_122,Corporate,Pennsylvania_City2,Pennsylvania,East,Furniture,Furnishings,Curtains,238.41,1,0.0,238.41,11.75
ORD-00791,2021-06-30,Standard Class,CUST-0247,Customer_247,Home Office,Pennsylvania_City2,Pennsylvania,East,Furniture,Furnishings,Curtains,703.77,2,0.4,844.52,107.76
ORD-00996,2021-07-04,Standard Class,CUST-0215,Customer_215,Corporate,Georgia_City3,Georgia,South,Technology,Copiers,HP LaserJet,1431.81,2,0.0,2863.62,538.59
ORD-00973,2021-07-04,Second Class,CUST-0182,Customer_182,Consumer,Nevada_City3,Nevada,West,Office Supplies,Binders,Clip Binder,188.01,6,0.0,1128.06,147.01
ORD-00900,2021-07-05,Standard Class,CUST-0005,Customer_5,Consumer,Virginia_City4,Virginia,East,Furniture,Furnishings,Lamp Set,591.32,8,0.1,4257.5,498.51
ORD-00776,2021-07-06,Second Class,CUST-0006,Customer_6,Consumer,Alabama_City2,Alabama,South,Technology,Accessories,Logitech Mouse,706.56,8,0.15,4804.61,740.51
ORD-00096,2021-07-06,Second Class,CUST-0099,Customer_99,Corporate,Pennsylvania_City2,Pennsylvania,East,Technology,Phones,Google Pixel,1041.91,3,0.15,2656.87,491.53
ORD-00763,2021-07-07,Second Class,CUST-0233,Customer_233,Consumer,New York_City1,New York,East,Furniture,Furnishings,Rug,199.59,9,0.2,1437.05,171.18
ORD-00307,2021-07-09,Second Class,CUST-0246,Customer_246,Corporate,Virginia_City2,Virginia,East,Technology,Phones,iPhone 14,247.15,3,0.0,741.45,189.5
ORD-00031,2021-07-09,Standard Class,CUST-0055,Customer_55,Home Office,Florida_City2,Florida,East,Office Supplies,Art,Marker Set,113.13,7,0.5,395.96,61.49
ORD-00821,2021-07-10,Standard Class,CUST-0090,Customer_90,Corporate,California_City1,California,West,Office Supplies,Art,Marker Set,21.51,8,0.1,154.87,27.53
ORD-00635,2021-07-10,Standard Class,CUST-0154,Customer_154,Corporate,Virginia_City4,Virginia,East,Technology,Phones,Samsung Galaxy,1700.84,3,0.0,5102.52,1233.74
ORD-00012,2021-07-11,Second Class,CUST-0152,Customer_152,Consumer,Missouri_City3,Missouri,Central,Technology,Phones,Nokia G50,1410.72,3,0.3,2962.51,744.47
ORD-00429,2021-07-11,Standard Class,CUST-0242,Customer_242,Home Office,Tennessee_City3,Tennessee,South,Furniture,Bookcases,Oak Bookcase,956.6,6,0.1,5165.64,779.39
ORD-00215,2021-07-11,Standard Class,CUST-0060,Customer_60,Home Office,Ohio_City2,Ohio,Central,Furniture,Tables,Round Table,909.23,3,0.05,2591.31,127.95
ORD-00187,2021-07-13,Standard Class,CUST-0255,Customer_255,Corporate,Virginia_City1,Virginia,East,Furniture,Bookcases,Metal Shelf,693.92,3,0.15,1769.5,223.92
ORD-00188,2021-07-18,Same Day,CUST-0294,Customer_294,Corporate,Tennessee_City5,Tennessee,South,Office Supplies,Binders,Portfolio,34.17,9,0.05,292.15,36.62
ORD-00033,2021-07-18,Second Class,CUST-0131,Customer_131,Corporate,Ohio_City3,Ohio,Central,Technology,Phones,Nokia G50,448.04,3,0.15,1142.5,168.87
ORD-00966,2021-07-18,First Class,CUST-0075,Customer_75,Consumer,New Jersey_City4,New Jersey,East,Office Supplies,Paper,Recycled Paper,25.26,4,0.0,101.04,12.43
ORD-00212,2021-07-20,Same Day,CUST-0252,Customer_252,Consumer,New York_City4,New York,East,Office Supplies,Envelopes,Kraft Envelope,132.19,2,0.15,224.72,37.53
ORD-00195,2021-07-21,Second Class,CUST-0201,Customer_201,Consumer,Washington_City1,Washington,West,Furniture,Furnishings,Curtains,754.65,2,0.05,1433.83,153.34
ORD-00902,2021-07-21,Standard Class,CUST-0118,Customer_118,Consumer,New York_City3,New York,East,Office Supplies,Paper,Glossy Paper,55.94,4,0.2,179.01,25.87
ORD-00713,2021-07-23,Second Class,CUST-0214,Customer_214,Corporate,New York_City5,New York,East,Office Supplies,Labels,Color Dot Labels,158.81,1,0.0,158.81,31.35
ORD-00877,2021-07-24,Second Class,CUST-0145,Customer_145,Corporate,Illinois_City3,Illinois,Central,Furniture,Bookcases,5-Shelf Unit,924.37,1,0.0,924.37,134.08
ORD-00274,2021-07-24,Second Class,CUST-0220,Customer_220,Consumer,North Carolina_City3,North Carolina,South,Technology,Copiers,Canon Copier,1256.16,6,0.3,5275.87,1362.26
ORD-00875,2021-07-25,Standard Class,CUST-0143,Customer_143,Consumer,New Jersey_City2,New Jersey,East,Technology,Phones,iPhone 14,256.52,5,0.0,1282.6,278.63
ORD-00664,2021-07-25,Standard Class,CUST-0081,Customer_81,Corporate,Oregon_City4,Oregon,West,Furniture,Furnishings,Curtains,785.24,7,0.2,4397.34,681.39
ORD-00903,2021-07-25,Standard Class,CUST-0294,Customer_294,Consumer,California_City1,California,West,Furniture,Bookcases,5-Shelf Unit,870.85,1,0.0,870.85,137.82
ORD-00051,2021-07-26,Standard Class,CUST-0106,Customer_106,Home Office,Texas_City3,Texas,Central,Office Supplies,Envelopes,Padded Mailer,112.54,5,0.0,562.7,122.79
ORD-00576,2021-07-28,First Class,CUST-0028,Customer_28,Consumer,Alabama_City4,Alabama,South,Technology,Copiers,Brother Printer,1275.96,1,0.2,1020.77,202.48
ORD-00007,2021-07-29,Standard Class,CUST-0103,Customer_103,Corporate,California_City1,California,West,Technology,Computers,Dell Laptop,1466.35,8,0.3,8211.56,1692.21
ORD-00030,2021-07-29,Standard Class,CUST-0051,Customer_51,Corporate,Washington_City3,Washington,West,Technology,Computers,HP Spectre,1663.16,3,0.15,4241.06,646.34
ORD-00334,2021-07-30,Standard Class,CUST-0054,Customer_54,Consumer,Oregon_City4,Oregon,West,Office Supplies,Binders,Clip Binder,199.16,5,0.0,995.8,213.15
ORD-00680,2021-07-30,Second Class,CUST-0249,Customer_249,Corporate,New York_City4,New York,East,Technology,Copiers,Xerox WorkCentre,369.48,1,0.15,314.06,64.72
ORD-00291,2021-08-01,Second Class,CUST-0128,Customer_128,Corporate,Michigan_City1,Michigan,Central,Office Supplies,Storage,Drawer Organizer,53.24,6,0.0,319.44,36.37
ORD-00782,2021-08-03,Same Day,CUST-0150,Customer_150,Home Office,Washington_City1,Washington,West,Office Supplies,Envelopes,Bubble Wrap,196.6,7,0.1,1238.58,178.4
ORD-00590,2021-08-05,Standard Class,CUST-0256,Customer_256,Home Office,New Jersey_City4,New Jersey,East,Furniture,Tables,Conference Table,897.46,8,0.4,4307.81,540.78
ORD-00122,2021-08-06,Standard Class,CUST-0029,Customer_29,Home Office,Alabama_City3,Alabama,South,Technology,Computers,Dell Laptop,1361.39,1,0.1,1225.25,308.94
ORD-00947,2021-08-07,Standard Class,CUST-0297,Customer_297,Consumer,New Jersey_City4,New Jersey,East,Technology,Accessories,Webcam HD,1573.37,9,0.1,12744.3,2343.82
ORD-00449,2021-08-07,Second Class,CUST-0036,Customer_36,Consumer,Washington_City5,Washington,West,Furniture,Bookcases,Oak Bookcase,676.2,4,0.15,2299.08,384.1
ORD-00295,2021-08-08,Standard Class,CUST-0054,Customer_54,Consumer,Alabama_City5,Alabama,South,Furniture,Tables,Folding Table,272.71,1,0.2,218.17,29.44
ORD-00349,2021-08-10,Standard Class,CUST-0158,Customer_158,Consumer,New Jersey_City3,New Jersey,East,Office Supplies,Art,Marker Set,85.19,7,0.1,536.7,103.32
ORD-00568,2021-08-10,Same Day,CUST-0156,Customer_156,Corporate,Arizona_City3,Arizona,West,Technology,Accessories,Keyboard Wireless,1297.34,5,0.0,6486.7,1621.08
ORD-00377,2021-08-11,Standard Class,CUST-0247,Customer_247,Corporate,Arizona_City4,Arizona,West,Technology,Phones,Samsung Galaxy,1423.26,4,0.3,3985.13,639.82
ORD-00199,2021-08-12,Standard Class,CUST-0148,Customer_148,Consumer,Ohio_City5,Ohio,Central,Furniture,Bookcases,Metal Shelf,533.75,5,0.1,2401.88,223.25
ORD-00098,2021-08-13,Standard Class,CUST-0214,Customer_214,Corporate,Texas_City2,Texas,Central,Technology,Computers,Dell Laptop,1200.52,5,0.15,5102.21,768.69
ORD-00112,2021-08-17,Second Class,CUST-0063,Customer_63,Corporate,Pennsylvania_City4,Pennsylvania,East,Furniture,Chairs,Ergonomic Chair,273.99,6,0.1,1479.55,97.81
ORD-00001,2021-08-17,Same Day,CUST-0103,Customer_103,Corporate,Michigan_City4,Michigan,Central,Office Supplies,Storage,Storage Box,186.52,3,0.2,447.65,80.68
ORD-00319,2021-08-18,Standard Class,CUST-0143,Customer_143,Consumer,Missouri_City4,Missouri,Central,Furniture,Chairs,Executive Chair,364.4,5,0.05,1730.9,186.58
ORD-00134,2021-08-18,First Class,CUST-0134,Customer_134,Consumer,Missouri_City4,Missouri,Central,Furniture,Chairs,Executive Chair,755.34,4,0.0,3021.36,150.05
ORD-00823,2021-08-21,Standard Class,CUST-0038,Customer_38,Consumer,Ohio_City3,Ohio,Central,Furniture,Bookcases,Metal Shelf,557.44,8,0.3,3121.66,229.21
ORD-00691,2021-08-22,Standard Class,CUST-0160,Customer_160,Consumer,Texas_City2,Texas,Central,Technology,Computers,MacBook Pro,1340.64,9,0.15,10255.9,2682.82
ORD-00559,2021-08-23,Standard Class,CUST-0014,Customer_14,Consumer,Georgia_City3,Georgia,South,Office Supplies,Paper,Glossy Paper,129.31,9,0.2,931.03,143.93
ORD-00109,2021-08-23,Standard Class,CUST-0015,Customer_15,Home Office,Texas_City1,Texas,Central,Technology,Accessories,Keyboard Wireless,488.63,2,0.05,928.4,151.97
ORD-00565,2021-08-23,Second Class,CUST-0012,Customer_12,Consumer,New York_City4,New York,East,Technology,Copiers,Xerox WorkCentre,1010.7,6,0.15,5154.57,1163.69
ORD-00989,2021-08-24,Standard Class,CUST-0118,Customer_118,Consumer,Florida_City4,Florida,East,Technology,Phones,Samsung Galaxy,947.13,6,0.0,5682.78,1089.53
ORD-00738,2021-08-24,Second Class,CUST-0003,Customer_3,Corporate,New York_City1,New York,East,Office Supplies,Storage,Shelf Rack,163.71,9,0.05,1399.72,148.6
ORD-00372,2021-08-25,Second Class,CUST-0272,Customer_272,Corporate,Ohio_City3,Ohio,Central,Technology,Accessories,Keyboard Wireless,1563.41,7,0.1,9849.48,2220.44
ORD-00294,2021-08-25,First Class,CUST-0223,Customer_223,Consumer,Texas_City2,Texas,Central,Office Supplies,Labels,Sticky Notes,81.71,7,0.15,486.17,84.9
ORD-00383,2021-08-25,Standard Class,CUST-0285,Customer_285,Corporate,Texas_City5,Texas,Central,Furniture,Furnishings,Wall Art,933.55,8,0.1,6721.56,915.47
ORD-00795,2021-08-26,Standard Class,CUST-0229,Customer_229,Consumer,Oregon_City1,Oregon,West,Office Supplies,Binders,3-Ring Binder,75.05,6,0.4,270.18,30.48
ORD-00825,2021-08-29,Standard Class,CUST-0139,Customer_139,Consumer,New Jersey_City2,New Jersey,East,Technology,Accessories,Logitech Mouse,1462.29,4,0.2,4679.33,749.89
ORD-00702,2021-08-31,Second Class,CUST-0233,Customer_233,Consumer,Tennessee_City4,Tennessee,South,Technology,Computers,HP Spectre,1295.16,1,0.0,1295.16,303.73
ORD-00656,2021-09-02,First Class,CUST-0098,Customer_98,Corporate,Nevada_City5,Nevada,West,Technology,Copiers,Canon Copier,508.07,3,0.4,914.53,232.23
ORD-00254,2021-09-03,Standard Class,CUST-0238,Customer_238,Home Office,Washington_City1,Washington,West,Technology,Computers,MacBook Pro,1037.23,4,0.15,3526.58,689.16
ORD-00653,2021-09-05,First Class,CUST-0252,Customer_252,Consumer,Texas_City2,Texas,Central,Office Supplies,Binders,Clip Binder,65.87,1,0.0,65.87,13.2
ORD-00578,2021-09-05,Standard Class,CUST-0041,Customer_41,Consumer,Arizona_City3,Arizona,West,Office Supplies,Storage,Filing Cabinet,160.46,4,0.4,385.1,82.87
ORD-00160,2021-09-05,Same Day,CUST-0113,Customer_113,Corporate,Nevada_City1,Nevada,West,Office Supplies,Envelopes,Bubble Wrap,146.1,4,0.1,525.96,55.99
ORD-00814,2021-09-06,Standard Class,CUST-0212,Customer_212,Corporate,Missouri_City3,Missouri,Central,Office Supplies,Storage,Drawer Organizer,31.18,6,0.0,187.08,22.42
ORD-00457,2021-09-06,First Class,CUST-0183,Customer_183,Corporate,Oregon_City1,Oregon,West,Technology,Accessories,Keyboard Wireless,1659.6,8,0.0,13276.8,2540.38
ORD-01000,2021-09-11,Standard Class,CUST-0285,Customer_285,Corporate,Washington_City1,Washington,West,Office Supplies,Binders,Clip Binder,156.54,6,0.4,563.54,83.59
ORD-00749,2021-09-12,First Class,CUST-0202,Customer_202,Corporate,Washington_City4,Washington,West,Office Supplies,Paper,Glossy Paper,99.89,1,0.05,94.9,18.09
ORD-00397,2021-09-13,Standard Class,CUST-0250,Customer_250,Consumer,Arizona_City4,Arizona,West,Office Supplies,Paper,A4 Ream,124.24,9,0.15,950.44,136.27
ORD-00039,2021-09-13,Standard Class,CUST-0014,Customer_14,Home Office,California_City5,California,West,Office Supplies,Art,Marker Set,78.91,7,0.0,552.37,88.26
ORD-00145,2021-09-15,Standard Class,CUST-0121,Customer_121,Corporate,Nevada_City2,Nevada,West,Office Supplies,Paper,Cardstock,112.96,9,0.15,864.14,125.54
ORD-00557,2021-09-16,Second Class,CUST-0047,Customer_47,Consumer,North Carolina_City4,North Carolina,South,Office Supplies,Binders,Clip Binder,70.09,9,0.0,630.81,88.64
ORD-00678,2021-09-16,Second Class,CUST-0240,Customer_240,Consumer,Oregon_City5,Oregon,West,Furniture,Bookcases,5-Shelf Unit,617.81,5,0.0,3089.05,453.14
ORD-00872,2021-09-16,Standard Class,CUST-0125,Customer_125,Corporate,Illinois_City3,Illinois,Central,Technology,Copiers,HP LaserJet,1736.93,1,0.05,1650.08,306.94
ORD-00673,2021-09-17,Second Class,CUST-0053,Customer_53,Home Office,Michigan_City5,Michigan,Central,Technology,Phones,Google Pixel,313.99,4,0.0,1255.96,308.29
ORD-00405,2021-09-18,Standard Class,CUST-0147,Customer_147,Consumer,New Jersey_City2,New Jersey,East,Furniture,Bookcases,Metal Shelf,1009.71,1,0.4,605.83,58.69
ORD-00326,2021-09-19,Second Class,CUST-0063,Customer_63,Home Office,Pennsylvania_City3,Pennsylvania,East,Office Supplies,Paper,Cardstock,32.02,7,0.05,212.93,39.21
ORD-00521,2021-09-19,Standard Class,CUST-0252,Customer_252,Consumer,New York_City1,New York,East,Furniture,Bookcases,Metal Shelf,401.86,6,0.05,2290.6,369.53
ORD-00146,2021-09-20,Standard Class,CUST-0116,Customer_116,Consumer,California_City1,California,West,Furniture,Bookcases,5-Shelf Unit,711.96,6,0.0,4271.76,233.67
ORD-00313,2021-09-25,Second Class,CUST-0013,Customer_13,Consumer,Michigan_City3,Michigan,Central,Technology,Phones,Google Pixel,340.47,5,0.0,1702.35,444.81
ORD-00810,2021-09-26,Standard Class,CUST-0300,Customer_300,Corporate,Arizona_City4,Arizona,West,Office Supplies,Labels,Sticky Notes,168.79,3,0.15,430.41,64.59
ORD-00267,2021-09-26,Second Class,CUST-0147,Customer_147,Home Office,Nevada_City5,Nevada,West,Office Supplies,Paper,Cardstock,125.5,8,0.2,803.2,126.42
ORD-00972,2021-09-27,Second Class,CUST-0179,Customer_179,Home Office,Texas_City3,Texas,Central,Technology,Computers,Dell Laptop,347.11,4,0.0,1388.44,216.14
ORD-00181,2021-09-28,Standard Class,CUST-0160,Customer_160,Corporate,Nevada_City5,Nevada,West,Office Supplies,Paper,Cardstock,122.45,4,0.5,244.9,50.71
ORD-00979,2021-09-28,First Class,CUST-0177,Customer_177,Corporate,Oregon_City4,Oregon,West,Office Supplies,Binders,Presentation Folder,28.4,1,0.0,28.4,4.79
ORD-00279,2021-09-29,Standard Class,CUST-0233,Customer_233,Consumer,California_City5,California,West,Office Supplies,Paper,Glossy Paper,50.08,4,0.0,200.32,26.61
ORD-00459,2021-10-01,Standard Class,CUST-0279,Customer_279,Corporate,Arizona_City5,Arizona,West,Furniture,Tables,Standing Desk,825.48,3,0.0,2476.44,128.53
ORD-00292,2021-10-03,First Class,CUST-0018,Customer_18,Home Office,California_City4,California,West,Office Supplies,Paper,A4 Ream,108.24,1,0.1,97.42,18.19
ORD-00528,2021-10-05,Second Class,CUST-0039,Customer_39,Consumer,Michigan_City4,Michigan,Central,Furniture,Tables,Conference Table,791.88,3,0.1,2138.08,170.51
ORD-00840,2021-10-07,Standard Class,CUST-0038,Customer_38,Consumer,Washington_City4,Washington,West,Technology,Phones,iPhone 14,1073.87,8,0.15,7302.32,1378.35
ORD-00965,2021-10-08,Standard Class,CUST-0090,Customer_90,Corporate,Florida_City5,Florida,East,Office Supplies,Storage,Storage Box,24.05,8,0.1,173.16,37.8
ORD-00485,2021-10-11,Standard Class,CUST-0039,Customer_39,Consumer,Virginia_City3,Virginia,East,Office Supplies,Storage,Storage Box,52.72,6,0.05,300.5,30.57
ORD-00093,2021-10-11,Standard Class,CUST-0062,Customer_62,Consumer,Arizona_City2,Arizona,West,Technology,Phones,Nokia G50,1360.28,3,0.1,3672.76,550.08
ORD-00086,2021-10-13,Second Class,CUST-0041,Customer_41,Consumer,Illinois_City2,Illinois,Central,Furniture,Tables,Round Table,392.4,2,0.2,627.84,40.86
ORD-00006,2021-10-13,Standard Class,CUST-0021,Customer_21,Corporate,Oregon_City4,Oregon,West,Furniture,Bookcases,5-Shelf Unit,871.46,8,0.1,6274.51,707.3
ORD-00204,2021-10-15,Second Class,CUST-0128,Customer_128,Consumer,Michigan_City5,Michigan,Central,Office Supplies,Storage,Storage Box,82.84,4,0.1,298.22,38.39
ORD-00992,2021-10-16,Same Day,CUST-0049,Customer_49,Corporate,Georgia_City2,Georgia,South,Technology,Accessories,Keyboard Wireless,1676.31,4,0.2,5364.19,1132.25
ORD-00742,2021-10-19,Second Class,CUST-0274,Customer_274,Corporate,Virginia_City4,Virginia,East,Office Supplies,Labels,Sticky Notes,158.53,4,0.4,380.47,68.53
ORD-00084,2021-10-20,Standard Class,CUST-0261,Customer_261,Corporate,Missouri_City4,Missouri,Central,Furniture,Bookcases,Oak Bookcase,879.28,7,0.15,5231.72,860.27
ORD-00926,2021-10-21,Standard Class,CUST-0254,Customer_254,Consumer,Missouri_City3,Missouri,Central,Furniture,Chairs,Guest Chair,431.5,5,0.2,1726.0,254.12
ORD-00881,2021-10-23,Standard Class,CUST-0039,Customer_39,Consumer,Florida_City4,Florida,East,Technology,Phones,Nokia G50,957.06,4,0.0,3828.24,755.02
ORD-00836,2021-10-24,First Class,CUST-0084,Customer_84,Consumer,Tennessee_City5,Tennessee,South,Furniture,Chairs,Ergonomic Chair,1031.48,6,0.15,5260.55,598.24
ORD-00915,2021-10-26,First Class,CUST-0130,Customer_130,Home Office,North Carolina_City2,North Carolina,South,Furniture,Chairs,Guest Chair,361.74,6,0.2,1736.35,95.51
ORD-00434,2021-10-29,First Class,CUST-0093,Customer_93,Corporate,Texas_City2,Texas,Central,Technology,Phones,Samsung Galaxy,921.42,1,0.0,921.42,161.14
ORD-00447,2021-10-30,Second Class,CUST-0177,Customer_177,Corporate,Oregon_City1,Oregon,West,Office Supplies,Labels,Color Dot Labels,92.63,4,0.15,314.94,34.13
ORD-00324,2021-10-31,Second Class,CUST-0153,Customer_153,Consumer,North Carolina_City4,North Carolina,South,Office Supplies,Binders,Presentation Folder,110.74,4,0.0,442.96,58.98
ORD-00851,2021-11-01,Second Class,CUST-0267,Customer_267,Home Office,Virginia_City5,Virginia,East,Furniture,Furnishings,Lamp Set,1182.04,3,0.1,3191.51,348.68
ORD-00698,2021-11-02,Second Class,CUST-0170,Customer_170,Consumer,New Jersey_City5,New Jersey,East,Office Supplies,Paper,A4 Ream,163.51,3,0.05,466.0,63.25
ORD-00740,2021-11-02,First Class,CUST-0238,Customer_238,Consumer,Louisiana_City1,Louisiana,South,Office Supplies,Envelopes,Padded Mailer,157.94,2,0.05,300.09,52.23
ORD-00321,2021-11-02,Standard Class,CUST-0288,Customer_288,Corporate,Nevada_City4,Nevada,West,Office Supplies,Envelopes,Padded Mailer,194.25,8,0.0,1554.0,240.22
ORD-00486,2021-11-05,Standard Class,CUST-0109,Customer_109,Home Office,Alabama_City4,Alabama,South,Office Supplies,Storage,Storage Box,111.73,3,0.4,201.11,44.53
ORD-00697,2021-11-07,Same Day,CUST-0092,Customer_92,Corporate,Texas_City4,Texas,Central,Furniture,Chairs,Mesh Chair,244.97,8,0.05,1861.77,113.65
ORD-00869,2021-11-08,Standard Class,CUST-0014,Customer_14,Consumer,Nevada_City5,Nevada,West,Office Supplies,Art,Sketch Pad,96.5,7,0.15,574.17,116.87
ORD-00489,2021-11-09,Standard Class,CUST-0186,Customer_186,Consumer,Missouri_City2,Missouri,Central,Technology,Phones,iPhone 14,1520.4,5,0.2,6081.6,1572.1
ORD-00555,2021-11-09,Standard Class,CUST-0147,Customer_147,Corporate,California_City3,California,West,Technology,Computers,HP Spectre,1798.38,7,0.0,12588.66,2906.23
ORD-00594,2021-11-10,Same Day,CUST-0242,Customer_242,Consumer,Florida_City5,Florida,East,Furniture,Furnishings,Lamp Set,854.04,9,0.0,7686.36,1084.5
ORD-00099,2021-11-10,Standard Class,CUST-0035,Customer_35,Home Office,Illinois_City1,Illinois,Central,Office Supplies,Binders,3-Ring Binder,39.89,6,0.4,143.6,32.17
ORD-00126,2021-11-10,First Class,CUST-0187,Customer_187,Corporate,New York_City2,New York,East,Technology,Copiers,Brother Printer,1425.13,5,0.0,7125.65,1374.53
ORD-00826,2021-11-12,Standard Class,CUST-0259,Customer_259,Home Office,Nevada_City3,Nevada,West,Furniture,Furnishings,Rug,764.87,3,0.4,1376.77,217.1
ORD-00337,2021-11-13,Standard Class,CUST-0053,Customer_53,Consumer,Georgia_City3,Georgia,South,Office Supplies,Labels,Name Badge,186.94,2,0.1,336.49,54.08
ORD-00883,2021-11-13,Standard Class,CUST-0134,Customer_134,Consumer,Ohio_City5,Ohio,Central,Furniture,Chairs,Guest Chair,156.78,4,0.4,376.27,32.32
ORD-00233,2021-11-14,Standard Class,CUST-0113,Customer_113,Corporate,Pennsylvania_City3,Pennsylvania,East,Furniture,Chairs,Executive Chair,260.4,6,0.0,1562.4,105.24
ORD-00296,2021-11-15,Standard Class,CUST-0058,Customer_58,Consumer,New York_City2,New York,East,Office Supplies,Storage,Shelf Rack,72.62,9,0.0,653.58,69.94
ORD-00027,2021-11-15,Standard Class,CUST-0271,Customer_271,Consumer,New York_City2,New York,East,Technology,Computers,Lenovo ThinkPad,1371.84,8,0.1,9877.25,1813.48
ORD-00722,2021-11-17,Standard Class,CUST-0008,Customer_8,Consumer,Oregon_City3,Oregon,West,Furniture,Furnishings,Lamp Set,764.88,3,0.3,1606.25,193.16
ORD-00718,2021-11-18,Second Class,CUST-0061,Customer_61,Home Office,Florida_City4,Florida,East,Furniture,Furnishings,Wall Art,486.58,7,0.3,2384.24,388.94
ORD-00245,2021-11-19,Second Class,CUST-0068,Customer_68,Corporate,California_City3,California,West,Technology,Phones,Google Pixel,1512.21,9,0.15,11568.41,2703.63
ORD-00285,2021-11-20,Standard Class,CUST-0188,Customer_188,Home Office,Arizona_City5,Arizona,West,Office Supplies,Binders,Clip Binder,108.65,5,0.0,543.25,69.17
ORD-00115,2021-11-20,Standard Class,CUST-0052,Customer_52,Consumer,Missouri_City4,Missouri,Central,Technology,Accessories,USB Hub,763.72,7,0.1,4811.44,1032.5
ORD-00935,2021-11-20,Second Class,CUST-0111,Customer_111,Home Office,Pennsylvania_City3,Pennsylvania,East,Furniture,Chairs,Executive Chair,113.05,2,0.0,226.1,25.98
ORD-00817,2021-11-21,Standard Class,CUST-0113,Customer_113,Corporate,Missouri_City2,Missouri,Central,Furniture,Bookcases,Corner Bookcase,893.47,3,0.1,2412.37,242.06
ORD-00467,2021-11-22,Standard Class,CUST-0019,Customer_19,Consumer,Nevada_City3,Nevada,West,Furniture,Chairs,Executive Chair,590.88,5,0.0,2954.4,126.81
ORD-00348,2021-11-23,Second Class,CUST-0106,Customer_106,Corporate,Arizona_City2,Arizona,West,Furniture,Bookcases,Corner Bookcase,555.44,9,0.1,4499.06,239.65
ORD-00023,2021-11-23,First Class,CUST-0049,Customer_49,Consumer,Texas_City3,Texas,Central,Technology,Phones,Samsung Galaxy,1315.26,8,0.05,9995.98,1533.92
ORD-00100,2021-11-24,Second Class,CUST-0227,Customer_227,Consumer,Michigan_City4,Michigan,Central,Technology,Phones,Samsung Galaxy,1398.71,7,0.2,7832.78,1400.75
ORD-00783,2021-11-26,Second Class,CUST-0277,Customer_277,Consumer,Washington_City5,Washington,West,Office Supplies,Art,Sketch Pad,72.13,3,0.0,216.39,42.8
ORD-00315,2021-11-27,Standard Class,CUST-0173,Customer_173,Consumer,Washington_City1,Washington,West,Technology,Computers,Lenovo ThinkPad,1736.97,6,0.05,9900.73,2409.71
ORD-00128,2021-11-27,Second Class,CUST-0086,Customer_86,Consumer,Tennessee_City3,Tennessee,South,Furniture,Furnishings,Rug,379.5,5,0.3,1328.25,204.95
ORD-00339,2021-11-29,Standard Class,CUST-0108,Customer_108,Consumer,Oregon_City4,Oregon,West,Furniture,Furnishings,Rug,449.25,6,0.0,2695.5,240.64
ORD-00056,2021-11-30,Standard Class,CUST-0162,Customer_162,Consumer,Florida_City4,Florida,East,Office Supplies,Paper,Recycled Paper,107.02,1,0.5,53.51,6.98
ORD-00065,2021-12-01,Standard Class,CUST-0208,Customer_208,Consumer,California_City5,California,West,Office Supplies,Labels,Name Badge,168.08,6,0.0,1008.48,184.85
ORD-00566,2021-12-02,First Class,CUST-0224,Customer_224,Consumer,New York_City1,New York,East,Office Supplies,Art,Color Pencils,68.17,8,0.0,545.36,60.86
ORD-00984,2021-12-03,Standard Class,CUST-0156,Customer_156,Corporate,New Jersey_City4,New Jersey,East,Technology,Copiers,Canon Copier,1105.71,5,0.05,5252.12,858.03
ORD-00224,2021-12-04,Standard Class,CUST-0147,Customer_147,Home Office,Illinois_City1,Illinois,Central,Furniture,Chairs,Ergonomic Chair,483.14,2,0.4,579.77,46.39
ORD-00148,2021-12-05,First Class,CUST-0259,Customer_259,Corporate,Missouri_City4,Missouri,Central,Technology,Phones,Samsung Galaxy,447.54,2,0.0,895.08,147.72
ORD-00519,2021-12-05,Standard Class,CUST-0292,Customer_292,Consumer,Florida_City5,Florida,East,Office Supplies,Envelopes,Padded Mailer,31.24,6,0.0,187.44,36.36
ORD-00745,2021-12-06,Standard Class,CUST-0015,Customer_15,Corporate,Ohio_City2,Ohio,Central,Technology,Computers,HP Spectre,1260.18,8,0.0,10081.44,2119.57
ORD-00905,2021-12-07,Standard Class,CUST-0228,Customer_228,Corporate,Illinois_City1,Illinois,Central,Office Supplies,Storage,Drawer Organizer,160.88,2,0.2,257.41,34.97
ORD-00217,2021-12-07,Standard Class,CUST-0254,Customer_254,Corporate,Oregon_City4,Oregon,West,Furniture,Chairs,Executive Chair,178.81,2,0.0,357.62,42.79
ORD-00564,2021-12-10,Standard Class,CUST-0144,Customer_144,Consumer,Alabama_City5,Alabama,South,Technology,Accessories,Webcam HD,692.44,9,0.05,5920.36,1225.3
ORD-00424,2021-12-14,Standard Class,CUST-0044,Customer_44,Consumer,Pennsylvania_City3,Pennsylvania,East,Technology,Accessories,Webcam HD,427.58,3,0.2,1026.19,213.85
ORD-00920,2021-12-15,Standard Class,CUST-0282,Customer_282,Corporate,Nevada_City5,Nevada,West,Furniture,Furnishings,Rug,479.58,8,0.05,3644.81,342.75
